aluminium,ammonia,arsenic,barium,,chloramine,chromium,copper,flouride,bacteria,viruses,,,,mercury,,radium,,silver,uranium,outcome
03.05,22.43,0.03,0.89,,5.99,0.86,1.72,0.81,0.87,0.87,,,,4,,7.27,,0.24,0.05,1
0.84,2.8,0.03,1.89,,4.62,0.72,0.06,0.04,0.08,5,,,,1,,2.41,,0.04,0.04,1
1.98,1.5,1,3.69,,3.62,0.79,1.37,0.62,0.92,0.92,,,,7,,4.38,,0.29,0.05,1
4.18,22.13,0.03,2,,5.23,0.68,0.34,0.12,0.74,0.74,,,,2,,2.38,,0.19,0.04,1
3.27,7.34,0.01,0.47,,4.57,0.23,0.77,0.68,0.05,8,,,,4,,0.34,,0.34,0,1
0.59,13.72,0.04,1.28,,6.69,0.17,0.57,1.33,1,1,,,,4,,5.45,,0.48,0.08,1
0.36,2.2,0.02,2.28,,6.52,0.32,1.46,0.94,0.26,2,,,,5,,5.92,,0.11,0,1
1.4,5.43,0.04,3.14,,0.83,0.52,1.84,1.48,0.13,5,,,,2,,6.88,,0.47,0.08,1
1.46,10.11,0.01,1.41,,6.93,0.4,0.68,0.79,0.23,2,,,,9,,7.92,,0.33,0.02,1
02.02,27.65,1,2.34,,4.73,0.41,0.78,0.33,0.5,0.5,,,,2,,3.48,,0.42,0.02,0
0,25.58,0.02,03.04,,0.68,0.3,1.39,1.3,0.49,8,,,,9,,7.21,,0.22,0.08,0
0.93,20.28,0.05,3.52,,5.34,0.88,1.89,01.05,0.83,0.83,,,,1,,0.9,,0.04,0.07,1
4,21.13,0.02,3.2,,0.89,0.52,0.06,0.14,0.66,0.66,,,,6,,6.84,,0.46,0.05,0
0.78,10.47,0.01,3.83,,2.84,0.06,1.72,01.06,0.63,0.63,,,,5,,1.5,,0.07,0.02,1
4.48,11.84,0.05,2.74,,6.11,0.14,1.99,1.44,0.15,3,,,,0.01,,2.12,,0.49,0.04,1
0.71,9.9,0.04,1.4,,3.45,0.69,0.32,0.66,0.3,6,,,,2,,0.66,,0.05,0.03,1
0.06,18.48,0.03,2.17,,5.21,0.73,0.8,1.28,0.93,0.93,,,,3,,5.85,,0.49,0.09,0
0.87,6.54,0.04,1.91,,3.71,0.12,1.22,1.49,0.99,0.99,,,,2,,7.15,,0.44,0.03,1
1.44,24.6,0.01,3.73,,2.79,0.02,1.17,01.09,0.46,8,,,,4,,1.22,,0.03,0.08,0
2.69,5.79,1,0.62,,2.1,0.74,1.74,0.97,0.24,4,,,,6,,5.19,,0.44,0.08,1
1.21,0.65,0.04,0.7,,1.83,0.56,1.59,0.13,0.17,0,,,,0.01,,1.45,,0.12,0.02,1
4.36,9.84,0.02,1.53,,6.81,0.87,0.6,0.03,0.1,1,,,,1,,0.99,,0.07,0.05,1
2.83,22.35,0.04,1.33,,04.06,0.42,0.38,1.11,0.93,0.93,,,,2,,4.4,,0.45,0.05,0
2.58,25.46,0.04,1.37,,5.42,0.73,1.76,0.63,0.91,0.91,,,,7,,5.87,,0.01,0.06,0
0.57,12.12,0.04,1.81,,07.02,0.63,0.29,1.43,0.75,0.75,,,,6,,6.81,,0.49,0.07,1
2.14,12.66,0.04,0.48,,7.96,0.76,0.7,0.52,0.59,0.59,,,,4,,0.51,,0.35,0.07,1
0.15,27.45,0.03,0.74,,07.07,0.52,1.69,0.96,0.25,1,,,,5,,2.36,,0.43,0.01,1
02.01,7.89,0.04,2.47,,6.55,0.06,0.67,0.63,0.48,3,,,,2,,6.35,,0.17,0.07,1
1.72,7.87,0.02,0.23,,6.76,0.28,0.36,0.45,0.79,0.79,,,,8,,1.1,,0.33,0.06,1
2.18,22.69,0.04,3.61,,1.66,0.33,1.68,0.48,0.62,0.62,,,,4,,1.38,,0.28,0.02,0
4.38,7.96,0.01,1.22,,3.5,0.1,1.32,0.87,0.61,0.61,,,,9,,2.6,,0.05,0.09,1
1.75,9.63,0.02,1.95,,7.16,0.15,01.04,0.58,0.5,0.5,,,,5,,4.25,,0.24,0.01,0
1.89,25.51,0.04,0.07,,06.04,0.68,0.07,0.13,0.44,8,,,,3,,5.43,,0.1,0.04,0
2.9,3.98,0.01,2.8,,6.47,0.08,0.85,1.16,0.36,5,,,,0.01,,6.47,,0.48,0.01,0
3.73,25.53,0.02,0.25,,6.99,0.61,1.67,1.19,0.86,0.86,,,,9,,3.12,,0.05,0.03,1
2.97,28.85,0.01,0.96,,1.37,0.65,0.72,0.57,0.37,7,,,,3,,2.14,,0.49,0.09,1
3.85,22.74,0.02,0.01,,7.75,0.06,0.28,0.28,0.19,0,,,,9,,6.93,,0.26,0.02,0
2.32,2.1,0.05,2.69,,3.47,0.4,1.71,1.4,0.95,0.95,,,,7,,06.07,,0.19,0.08,1
3.95,3.2,0.04,0.73,,7.17,0.01,0.7,1.43,0.35,4,,,,2,,5.26,,0.47,0.03,1
02.06,12.22,0.04,1.81,,2.16,0.55,0.56,1.29,0.64,0.64,,,,8,,0.3,,0.01,0.09,0
2.22,10.37,0.01,2.38,,6.68,0.8,01.07,1.35,0.39,3,,,,3,,5.82,,0.36,0.04,1
3.84,02.09,0.01,3.89,,1.48,0.18,0.66,0.88,0.68,0.68,,,,2,,5.33,,0.38,0.05,1
3.97,26.15,0.02,2.3,,01.09,0.4,1.17,1.31,0.57,0.57,,,,7,,2.38,,0.22,0.02,1
4.44,28.42,0.03,03.01,,0.57,0.32,0.29,0.67,0.65,0.65,,,,0.01,,5.15,,0.32,0.07,0
3.73,4.69,0.04,0.17,,1.87,0.69,1.49,0.75,0.66,0.66,,,,7,,6.53,,0.07,0.09,1
2.71,4.82,0.05,0.46,,4.6,0.04,0.29,1.28,0.96,0.96,,,,3,,7.74,,0.4,0.07,1
3.24,2.58,0.03,0.51,,5.67,0.68,1.25,0.29,0.78,0.78,,,,6,,03.04,,0.32,0.06,1
2.96,23.19,0.01,0.37,,04.01,0.16,1.34,0.36,0.84,0.84,,,,7,,4.78,,0.09,0.05,0
3.85,1.53,0.01,1.11,,3.74,0.41,0.85,0.82,0.9,0.9,,,,9,,4.47,,0.19,0,1
2.91,13.81,0.03,0.68,,05.06,0.47,1.21,01.09,0.77,0.77,,,,4,,0.89,,0.04,0.08,1
3.44,15.67,0.01,2.19,,0.75,0.39,0.76,0.24,0.28,7,,,,1,,3.75,,0.02,0.06,1
4.41,26.41,0.01,0.39,,7.55,0.33,1.34,1.43,0.37,7,,,,5,,2.52,,0.23,0.03,0
2.2,08.07,0.04,1.37,,0.76,0.85,0.39,1.47,0.58,0.58,,,,2,,0.59,,0.33,0.04,1
1.14,18.64,0.01,01.07,,1.77,0.76,1.72,01.07,0.96,0.96,,,,5,,2.18,,0.15,0.02,1
0,7.23,0.03,1.46,,3.61,0.26,1.86,0.42,0.15,3,,,,5,,6.36,,0.27,0.06,1
1.14,2.59,0.04,3.81,,1.63,0.58,1.35,01.06,0.22,7,,,,5,,2.78,,0.16,0.03,1
0.09,25.93,0.04,3.16,,5.61,0.2,1.58,0.15,0.72,0.72,,,,8,,3.22,,0.07,0.09,1
2.9,18.82,0.05,0.77,,3.33,0.3,01.09,1.35,0.38,6,,,,0.01,,6.33,,0.06,0.07,1
1.35,12.25,1,1.81,,2.74,0.04,0.4,1.16,0.87,0.87,,,,8,,7.15,,0.18,0.08,0
2.37,24.23,0.03,3.38,,1.98,0.78,1.18,0.07,0.77,0.77,,,,9,,01.07,,0.16,0.06,0
0.13,1.72,0.04,2.83,,0.49,0.25,0.31,1.29,0.56,0.56,,,,2,,0.98,,0.21,0.08,0
3.93,11.18,0.01,0.52,,1.6,0.61,0.84,0.55,0.78,0.78,,,,3,,2.44,,0.04,0.07,0
04.07,6.44,1,03.07,,6.56,0.18,0.33,0.22,0.31,8,,,,7,,3.14,,0.38,0.06,1
3.97,9.69,0.03,3.68,,6.78,0.12,1.44,0.63,0.23,4,,,,3,,7.28,,0.24,0.02,0
1.44,5.52,0.03,1.68,,03.04,0.19,0.66,0.59,0.65,0.65,,,,8,,6.36,,0.4,0.04,1
3.89,01.05,0.01,2.28,,1.26,0.04,0.14,0.77,0.24,3,,,,5,,0.99,,0.49,0.08,1
02.09,10.91,1,1.68,,5.95,0.02,1.15,0.53,0.66,0.66,,,,1,,5.66,,0.17,0.02,1
4.79,5.36,0.03,3.48,,4.38,0.28,1.96,0.5,0.5,0.5,,,,4,,7.77,,0.12,0.06,1
2.54,9.66,0.02,2.27,,7.83,0.03,0.34,1.4,0.56,0.56,,,,9,,6.53,,0.05,0.03,0
0.19,5.1,0.02,1.79,,7.43,0.05,0.15,1.19,0.61,0.61,,,,1,,0.53,,0.06,0.01,1
4.77,3.82,0.04,0.58,,0.71,0.1,1.6,0.83,0.68,0.68,,,,9,,7.22,,0.49,0.05,1
3.81,11.11,1,2.17,,06.03,0.45,0.22,0.79,0.59,0.59,,,,1,,6.14,,0.4,0.05,1
1.51,26.96,0.02,3.67,,5.58,0.12,1.41,0.92,0.93,0.93,,,,5,,5.24,,0.15,0.07,0
0.76,0.47,0.03,1.69,,3,0.18,0.7,0.57,0.3,5,,,,8,,5.93,,0.47,0.03,1
3.36,2.5,0.03,3.15,,3.25,0.86,1.79,0.59,0.25,8,,,,6,,4.23,,0.39,0.04,1
4.27,8.4,1,2.3,,4.79,0.2,0.37,0.36,0.41,2,,,,3,,0.6,,0.31,0.06,1
1.9,28.85,0.04,3.4,,5.23,0.22,0.51,0.07,0.12,6,,,,1,,3.74,,0.27,0.01,1
1.44,03.07,0.03,2.83,,3.49,0.13,1.22,0.46,0.37,4,,,,5,,5.64,,0.15,0.08,1
4.26,28.71,0.02,1.12,,3.48,0.78,1.59,01.01,0.3,8,,,,4,,4.96,,0.27,0.08,1
3.19,19.64,0.04,3.8,,6.66,0.6,0.79,0.32,0.64,0.64,,,,1,,7.8,,0.16,0.05,1
1.24,10.27,0.05,03.01,,6.84,0.67,0.36,1.31,0.64,0.64,,,,6,,7.73,,0.27,0.01,1
3.36,14.44,1,0.16,,7.58,0.71,0.67,0.73,0.92,0.92,,,,9,,7.19,,0.2,0,1
3.29,24.1,0.05,2.89,,3.95,0.56,0.92,01.09,0.75,0.75,,,,9,,1.78,,0.42,0.01,1
1.67,23.69,0.04,3.79,,2.63,0.4,0.76,0.62,0.65,0.65,,,,5,,5.22,,0.48,0.02,0
2.94,24.44,0.03,01.08,,2.2,0.88,0.13,0.06,0.58,0.58,,,,7,,1.63,,0.01,0.06,1
0.49,28.18,0.04,0.26,,2.11,0.65,0.62,0.44,0.31,2,,,,4,,2.12,,0.37,0.02,1
4.1,18.23,1,0.85,,7.99,0.83,1.33,01.07,0.35,4,,,,9,,3.51,,0.25,0.09,0
2.82,7.2,0.04,3.95,,4.78,0.38,0.86,1.3,0.89,0.89,,,,4,,7.67,,0.5,0.06,1
2.74,16.83,0.03,3.51,,4.73,0.41,0.66,0.4,0.25,3,,,,0.01,,2.73,,0.45,0.04,0
4.19,8.81,0.05,2.42,,2.37,0.76,1.89,0.95,0.36,3,,,,4,,0.91,,0.11,0.06,1
4.68,11.85,0.05,1.97,,5.68,0.77,01.02,1.34,0.62,0.62,,,,6,,4.53,,0.29,0.06,0
2.26,4.74,0.02,3.51,,0.19,0.65,1.47,0.21,0.33,5,,,,1,,0.06,,0.04,0.05,1
1.2,21.4,0.05,0.81,,6.49,0.82,1.97,0.85,0.56,0.56,,,,3,,6.2,,0.21,0.03,0
03.05,5.71,0.01,0.8,,4.22,0.01,0.85,0.24,0.49,1,,,,4,,0.18,,0.18,0.05,1
0.78,25.94,0.02,1.19,,1.91,0.54,0.53,0.05,0.32,2,,,,5,,4.62,,0.12,0.05,1
1.56,22.25,0.01,3.52,,6.37,0.54,0.81,1.25,0.15,2,,,,7,,2.19,,0.37,0.04,0
3.36,22.55,0.02,3.85,,3.67,0.17,0.79,0.34,0.21,1,,,,9,,4.78,,0.1,0.01,0
3.12,19.31,1,0.47,,7.89,0.43,1.84,0.75,0.92,0.92,,,,4,,5.84,,0.38,0.09,0
3.67,9.92,0.02,2.78,,5.4,0.1,01.09,0.37,0.53,0.53,,,,9,,5.69,,0.38,0.09,1
2.94,11.86,0.03,2.65,,2.21,0.57,1.81,0.38,0.09,6,,,,7,,6.11,,0.24,0,1
0.93,11.63,0.02,0.87,,1.42,0.77,0.27,1.45,0.84,0.84,,,,0,,3.92,,0.03,0.05,1
3.59,13.81,0.01,0.43,,4.84,0.24,0.69,0.45,0.03,5,,,,0,,0.41,,0.39,0.04,1
3.46,4.97,0.01,1.67,,3.7,0.49,0.41,1.22,0.29,6,,,,1,,5.73,,0.18,0.05,1
4.81,16.14,0.04,0.53,,3.79,0.64,01.02,0.03,0.73,0.73,,,,2,,6.32,,0.04,0.07,0
2.79,9.54,0.04,1.72,,6.89,0.56,1.15,0.77,0.77,0.77,,,,0,,1.95,,0.32,0,1
3.49,24.03,0.01,3,,0.29,0.74,1.63,1.35,0.69,0.69,,,,9,,3.66,,0.26,0.05,0
1.77,20.46,0.02,3.79,,7.18,0.49,1.16,0.4,0.25,2,,,,0.01,,5.83,,0.24,0.04,1
2.7,14.13,0.04,3.88,,0.71,0.48,0.18,0.74,0.19,5,,,,8,,4.51,,0.05,0.02,0
4.35,23.88,0.04,3.74,,3.44,0.84,1,1.38,0.68,0.68,,,,8,,4.54,,0.09,0.07,0
4.53,23.34,0.04,3.39,,2.67,0.46,0.4,0.88,0.59,0.59,,,,3,,1.75,,0.23,0.06,0
0.39,1.34,0.02,1.99,,04.02,0.15,1.43,0.68,0.42,5,,,,1,,2.6,,0.2,0.01,1
01.07,7.26,0.04,0.22,,6.12,0.49,0.1,0.86,0.4,3,,,,1,,6.28,,0.1,0.05,1
0.62,28.89,0.03,2.45,,7.12,0.06,0.66,0.03,0.62,0.62,,,,0.01,,5.82,,0.17,0.03,1
4.64,6.54,0.01,3.69,,0.1,0.57,0.06,0.36,0.28,4,,,,6,,2.82,,0.15,0.06,1
01.09,17.55,0.04,0.69,,1.27,0.38,0.41,0.72,0.25,7,,,,0.01,,2.97,,0.1,0.02,1
2.5,16.32,0.02,0.9,,0.83,0.36,0.25,0.11,0.71,0.71,,,,4,,04.01,,0.23,0.03,1
3.96,21.99,0.04,2.2,,7.65,0.3,0.43,0.9,0.79,0.79,,,,1,,7.79,,0.1,0.03,1
0.14,23.71,0.05,1.64,,1.37,0.49,0.09,1.47,0.14,0,,,,9,,3.87,,0.37,0.06,0
3.49,17.28,0.03,3.21,,3.67,0.14,0.39,0.1,0.15,2,,,,8,,03.01,,0.18,0.04,1
0.43,28.46,0.01,2.88,,6.62,0.17,0.75,1.29,0.18,1,,,,5,,3.39,,0.4,0.05,0
3.46,4.78,0.01,1.82,,2.13,0.46,1.83,0.79,0.7,0.7,,,,0.01,,2,,0.28,0,1
2.89,26.86,0.01,0.7,,2.5,0.62,0.28,1.11,0.2,8,,,,8,,4.54,,0.48,0.02,1
0.27,11.62,0.03,1.31,,5.98,0.32,1.63,0.75,0.95,0.95,,,,1,,0.05,,0.02,0.05,1
2.17,28.92,0.03,1.25,,6.29,0.35,01.02,1.24,0.44,1,,,,2,,7.37,,0.36,0.09,0
0.9,10.36,1,2.47,,4.76,0.17,1.29,01.01,0.03,6,,,,2,,0.49,,0.07,0.09,1
0.83,7.7,0.05,0.57,,6.98,0.05,0.87,1.39,0.35,1,,,,3,,6.98,,0.24,0.07,1
0.72,9.47,0.01,3.49,,3.23,0.07,0.86,1.29,0.39,5,,,,8,,6.62,,0.43,0.04,1
3.12,18.12,0.03,3.98,,1.87,0.07,0.66,0.04,0.32,2,,,,2,,1.16,,0.35,0.02,1
3.98,11.14,0.02,0.38,,7.18,0.07,1.13,0.24,0.59,0.59,,,,4,,5.22,,0.21,0.08,1
4.39,29.54,0.02,2.5,,4.93,0.62,0.1,0.72,0.39,8,,,,7,,6.29,,0.29,0.06,1
01.09,02.07,0.02,03.01,,03.03,0.25,0.39,0.76,0.15,4,,,,0.01,,2.82,,0.45,0.01,1
4.44,28.93,0.03,2.84,,5.6,0.37,1.38,0.63,0.97,0.97,,,,4,,0,,0.35,0.06,1
4.56,26.22,0.03,2.86,,7,0.63,1.65,0.5,0.09,6,,,,1,,4.28,,0.03,0.07,0
03.06,27.94,0.02,2.75,,6.59,0.58,0.74,0.84,0.22,4,,,,7,,07.04,,0.13,0.09,0
0.78,6.58,0.01,3.38,,1.8,0.53,01.05,1.26,0.03,3,,,,4,,1.67,,0.12,0.09,1
02.06,13.55,0.02,2.78,,03.05,0.32,0.04,0.55,0.58,0.58,,,,4,,6.52,,0.47,0.01,1
2.92,12.49,0.02,2.73,,2.17,0.21,1.97,1.36,0.37,1,,,,4,,0.87,,0.27,0.05,0
0.95,5.76,0.01,3.94,,1.7,0.47,1.15,0.25,0.04,3,,,,0.01,,0.94,,0.45,0.02,1
0.18,27.39,0.01,3.65,,2.95,0.47,0.54,0.79,0.89,0.89,,,,5,,0.97,,0.4,0.08,0
2.24,1.88,0.03,1.92,,7.51,0.4,1.9,1.18,0.46,7,,,,3,,6.82,,0.26,0.05,1
4,5.65,0.02,3.4,,0.73,0.47,1.32,0.65,0.95,0.95,,,,0,,0.88,,0.29,0.09,1
0.39,12.69,0.05,3.75,,7.44,0.65,1.78,0.01,0.75,0.75,,,,4,,2.86,,0.23,0.07,1
3.18,19.59,0.04,0.79,,6.3,0.31,1.91,0.96,0.14,2,,,,0.01,,5.19,,0,0.02,0
2.61,23.18,0.02,1.82,,0.53,0.8,1.39,0.66,0.7,0.7,,,,3,,0.72,,0.33,0,0
2.33,4.57,0.04,2.4,,6.37,0.89,0.24,0.83,0.8,0.8,,,,6,,0.54,,0.13,0.05,1
2.54,27.03,0.01,1.17,,4.52,0.18,1.93,0.78,0.55,0.55,,,,3,,4.82,,0.15,0.01,1
1.93,26.65,1,0.79,,4.99,0.67,1.99,0.08,0.1,8,,,,1,,0.01,,0.02,0.02,1
4.52,23.74,0.04,0.74,,1.12,0.17,0.85,0.14,0.41,6,,,,0.01,,7.74,,0.03,0.02,0
3.91,2.81,0.01,2.72,,4.41,0.18,01.06,01.08,0.15,1,,,,7,,0.86,,0.41,0,1
4.58,26.21,0.04,0.56,,6.69,0.51,0.26,0.82,0.74,0.74,,,,3,,1.51,,0.16,0.07,0
03.09,6.31,0.05,2.91,,5.66,0.01,0.98,0.33,0.49,7,,,,4,,0.06,,0.36,0.03,1
03.05,19.25,0.05,3.55,,4.95,0.64,0.05,0.4,0.74,0.74,,,,0,,5.77,,0.46,0,0
4.53,0.27,0.01,1.17,,6.17,0.11,1.41,01.08,0.38,2,,,,3,,6.69,,0.06,0.04,1
4.71,26.4,0.05,3.28,,1.54,0.82,1.42,1.29,0.28,2,,,,4,,2.54,,0.44,0.07,1
1.81,20.45,0.04,0.14,,4.34,0.69,1.71,1.35,0.85,0.85,,,,5,,3.63,,0.48,0.09,1
4.62,24.92,1,0.6,,3.31,0.4,0.13,1.42,0.48,6,,,,5,,4.73,,0.26,0.05,1
4.18,14,0.03,0.59,,2.2,0.29,0.99,0.31,0.01,7,,,,3,,3.41,,0.09,0.04,1
1.12,8.38,0.01,2.2,,7.38,0.3,1.71,0.03,0.6,0.6,,,,3,,1.75,,0.04,0.04,1
0.19,28.55,0.03,3.2,,6.25,0.88,1.23,1.48,0.57,0.57,,,,5,,7.71,,0.09,0.04,0
0.14,2.6,0.03,1.75,,4.86,0.66,0.86,0.11,0.85,0.85,,,,8,,5.59,,0.45,0.06,1
03.01,1.94,0.04,0.31,,4.78,0.04,0.65,0.2,0.45,5,,,,3,,3.1,,0.01,0.01,1
2.16,28.8,0.01,03.09,,6.37,0.1,1.86,01.05,0.58,0.58,,,,3,,6.14,,0.19,0.01,0
3.39,15.94,0.04,1.91,,1.94,0.51,0.63,01.03,0.18,4,,,,3,,5.86,,0.07,0.08,0
01.01,3.58,0.03,2.35,,7.82,0.26,0.49,1.38,0.31,9,,,,5,,1.9,,0.05,0.08,0
3.51,16.45,0.03,03.01,,4.16,0.36,0.31,0.74,0.55,0.55,,,,9,,7.43,,0.09,0.05,1
2.2,23.15,0.01,3.68,,4.87,0.35,0.72,0.09,0.11,3,,,,9,,4.61,,0.05,0.09,0
1.4,11.99,0.04,3.22,,1.1,0.65,0.13,01.04,0.26,1,,,,2,,0.94,,0.08,0,1
1.77,21.15,1,3.33,,02.05,0.1,1.48,0.95,0.91,0.91,,,,6,,3.69,,0.37,0,1
01.08,27.86,0.03,3.65,,5.81,0.26,0.47,01.02,0.4,0,,,,7,,2.13,,0.28,0.08,0
1.99,7.55,0.04,1.53,,1.68,0.35,0.04,1.3,0.03,7,,,,8,,3.11,,0.13,0.04,1
0.84,22.3,0.04,3.72,,1.75,0.33,1.66,01.08,0.32,1,,,,1,,2.74,,0.14,0.08,1
1.53,22.34,0.04,0.23,,6.31,0.55,0.68,1.2,0.26,6,,,,9,,7.81,,0.06,0,0
2.14,18.1,0.01,0.12,,5.23,0.3,1.95,0.99,0.05,9,,,,6,,7.6,,0.12,0.02,1
3.93,27.3,0.04,0.64,,7.93,0.83,1.63,0.67,0.4,8,,,,8,,4.45,,0.17,0.03,1
4.73,12.24,0.04,0.73,,03.09,0.37,1.33,01.08,0.44,5,,,,1,,6.81,,0.31,0.01,1
3.69,3.7,0.05,1.81,,7.24,0.4,0.53,0.93,0.36,3,,,,0,,4.58,,0.45,0.09,1
03.01,12.25,0.02,1.63,,1.41,0.46,0.62,0.88,0.25,2,,,,8,,3.46,,0.23,0.04,1
1.15,2.63,0.04,2.6,,03.01,0.65,1.6,0.16,0.02,3,,,,2,,4.89,,0.12,0.01,1
4.66,2.57,0.02,3.63,,6.9,0.32,0.13,0.3,0.2,3,,,,5,,1.94,,0.41,0,1
2.13,16.78,1,1.4,,7.85,0.89,1.94,0.63,0.75,0.75,,,,8,,01.01,,0.26,0.02,0
4.73,13.2,0.04,03.08,,3.15,0.37,0.51,1.49,0.24,3,,,,8,,5.55,,0.08,0.07,1
0.09,14.25,0.02,1.53,,7.34,0.5,0.18,0.16,0.51,0.51,,,,6,,5.21,,0.28,0.07,0
2.33,29.23,0.04,2.76,,06.06,0.46,0.14,0.75,0.51,0.51,,,,9,,4.54,,0.38,0.08,1
1.34,04.06,0.04,0.57,,5.3,0.2,0.89,0.61,0.01,1,,,,4,,2.41,,0.3,0.06,1
3.62,16.22,0.02,1.21,,4.33,0.71,0.08,1.44,0.34,4,,,,0.01,,6.66,,0.45,0.08,1
1.82,0.8,0.04,1.77,,3.23,0.56,1.78,1.27,0.15,2,,,,6,,3.61,,0.25,0.04,1
1.79,5.14,0.04,0.02,,0.26,0.7,1.32,0.76,0.23,4,,,,2,,5.87,,0.3,0.02,1
0.18,12.65,0.03,3.37,,7.25,0.84,1,0.14,0.36,5,,,,5,,1.8,,0.29,0.03,1
03.01,3.44,0.01,1.81,,4.62,0.61,0.87,1.14,0.79,0.79,,,,6,,4.25,,0.27,0.03,1
3.68,14.03,0.02,2.62,,6.64,0.59,1.54,0.64,0.26,6,,,,3,,4.76,,0.06,0.04,0
02.04,22.26,0.03,1.79,,5.98,0.7,1.92,1.36,0.94,0.94,,,,8,,0.85,,0.36,0.03,1
1.45,20.34,0.03,2.31,,7.97,0.53,0.07,0.53,0.02,1,,,,8,,1.69,,0.16,0.06,0
2.8,23.13,0.04,0.12,,3.67,0.29,0.98,0.27,0.2,5,,,,4,,0.74,,0.45,0.08,1
3.34,11.79,0.05,03.06,,4.49,0.73,0.91,0.65,0.51,0.51,,,,6,,5.65,,0.31,0.03,1
1.92,14.94,0.03,1.69,,1.19,0.02,0.39,0.33,0.83,0.83,,,,4,,4.18,,0.18,0.08,1
2.52,7.2,1,02.04,,0.8,0.15,1.65,0.8,0.54,0.54,,,,8,,5.88,,0.18,0,0
0.93,7.74,0.01,3.88,,3.66,0.85,0.77,0.81,0.2,7,,,,8,,1.92,,0.45,0.02,1
04.07,12.35,0.03,1.92,,3.65,0.33,0.48,1.36,0.73,0.73,,,,8,,0.93,,0.12,0.02,0
2.46,6.7,0.02,2.35,,7.17,0.5,01.04,0.63,0.09,7,,,,1,,0.51,,0.08,0.09,1
0.22,16.71,0.03,1.52,,0.48,0.32,1.37,1.46,0.59,0.59,,,,0.01,,7.79,,0.16,0.08,0
1.36,17.54,0.05,2.42,,2.2,0.3,0.27,0.61,0.65,0.65,,,,0,,0.41,,0.2,0.06,1
1.77,10.45,0.04,02.06,,6.12,0.65,01.05,0.96,0.32,8,,,,1,,1.86,,0.07,0.05,1
3.92,22.56,0.03,03.09,,4.37,0.2,0.05,0.03,0.24,2,,,,1,,0.55,,0.12,0.07,0
2.92,12.37,0.03,2.52,,4.91,0.66,1.5,0.68,0.8,0.8,,,,6,,7.67,,0.39,0.04,1
1.38,20.58,1,0.57,,5.38,0.2,0.78,1.5,0.36,0,,,,2,,7.77,,0.42,0.02,1
1.55,16.16,0.01,3.27,,7.83,0.16,0.58,01.07,0.52,0.52,,,,5,,6.38,,0.27,0,1
2.78,13.84,0.02,1.33,,6.44,0.45,0.56,0.8,0.29,1,,,,0,,7.36,,0.09,0.08,1
4.69,16.62,0.02,1.79,,5.56,0.16,0.36,0.55,0.03,5,,,,7,,3.71,,0.13,0.04,0
0.63,24.98,0.02,3.51,,5.61,0.58,0.77,0.79,0.37,1,,,,6,,0.09,,0.37,0.06,1
0.24,14.45,0.01,01.09,,2.59,0.73,1.45,0.65,0.57,0.57,,,,9,,0.43,,0.39,0.09,1
3.79,26.13,0.01,3.47,,2.99,0.72,0.17,0.59,0.4,8,,,,8,,1.3,,0.27,0.07,1
3,3.92,0.04,01.05,,1.64,0.04,0.02,0.47,0.28,5,,,,7,,3.5,,0.47,0.09,1
4.79,12.45,0.02,03.01,,5.42,0.58,1.25,0.51,0.69,0.69,,,,1,,2.83,,0.22,0.03,1
4.31,24.63,0.01,01.02,,7.35,0.52,1.83,0.77,0.67,0.67,,,,1,,4.3,,0.16,0.07,0
2.64,18.44,0.01,0.19,,4.86,0.35,1.98,0.99,0.41,0,,,,1,,4.49,,0.18,0.08,1
3.69,19.8,1,0.96,,2.55,0.88,1.48,0.91,0.74,0.74,,,,7,,2.99,,0.13,0.03,0
1.36,28.23,0.04,0.29,,0.63,0.36,0.06,01.03,0.44,7,,,,2,,1.15,,0.42,0.02,1
0.65,13.96,1,3.72,,5.17,0.37,1.64,1.39,0.3,5,,,,3,,0.67,,0.21,0.06,1
0.24,21.63,0.02,1.87,,0.45,0.57,0.75,1.25,0.28,2,,,,5,,4.32,,0.29,0.04,1
2.65,14.39,1,2.26,,04.08,0.82,0.81,1.27,0.53,0.53,,,,5,,0.23,,0.42,0.01,1
4.84,17.86,1,0.79,,4.81,0.67,1.67,0.02,0.1,7,,,,9,,6.21,,0.21,0.03,1
4.29,21.68,0.01,0.42,,0.17,0.5,0.44,0.67,0.59,0.59,,,,6,,3.61,,0.05,0.02,1
3.44,13.83,0.05,3.92,,4.18,0.12,0.48,1.48,0.06,1,,,,4,,07.07,,0.38,0.09,0
0.95,29.47,0.01,2.8,,4.9,0.82,1.76,0.33,0.17,0,,,,8,,3.18,,0.12,0.08,0
2.62,29.2,0.01,2.96,,0.59,0.27,1.73,0.06,0.42,3,,,,4,,7.88,,0.05,0.01,0
4.3,10.8,0.05,0.54,,6.1,0.7,0.98,0.79,0.72,0.72,,,,2,,03.03,,0.29,0.07,1
4.13,0.59,0.02,3.91,,1.77,0.34,0.04,0.61,0.21,1,,,,4,,3.97,,0.32,0.06,1
0.45,19.6,1,03.09,,7,0.57,1.38,0.13,0.36,2,,,,1,,1.11,,0.37,0.01,0
02.01,15.1,0.01,2.17,,6.42,0.33,0.16,01.01,0.76,0.76,,,,9,,5.31,,0.32,0,1
02.02,9.31,0.03,2.83,,0.88,0.73,1.49,1.45,0.42,9,,,,1,,5.52,,0.39,0,1
